Language_ID,Language_name,Parameter,Value,Description
jpn,Japanese,Suppletion According to Tense and Aspect,,No suppletion in tense or aspect
jpn,Japanese,Order of Object and Verb,OV,Object precedes verb (OV)
jpn,Japanese,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
jpn,Japanese,Number of Possessive Nouns,None reported,None reported
jpn,Japanese,Number of Possessive Nouns,None reported,None reported
jpn,Japanese,Perfective/Imperfective Aspect,No grammatical marking,No grammatical marking of perfective/imperfective distinction
jpn,Japanese,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
jpn,Japanese,Distributive Numerals,Marked by suffix,Marked by suffix
jpn,Japanese,Intensifiers and Reflexive Pronouns,Identical,Intensifiers and reflexive pronouns are formally identical
jpn,Japanese,Alignment of Verbal Person Marking,Neutral,Neutral alignment (no verbal person marking)
jpn,Japanese,M in First Person Singular,No m in first person singular,No m in first person singular
jpn,Japanese,Polar Questions,Question particle,Question particle
jpn,Japanese,Polar Questions,Question particle,Question particle
jpn,Japanese,SONegV Order,No SONegV,"SOV, but SONegV does not occur"
jpn,Japanese,SONegV Order,No SONegV,"SOV, but SONegV does not occur"
jpn,Japanese,Predicative Possession,Locational,Locational Possessive
jpn,Japanese,Predicative Possession,Locational,Locational Possessive
jpn,Japanese,SNegOV Order,No SNegOV,SOV but SNegOV does not occur
jpn,Japanese,SNegOV Order,No SNegOV,SOV but SNegOV does not occur
jpn,Japanese,Predicative Adjectives,Mixed,Predicative adjectives have mixed encoding
jpn,Japanese,Predicative Adjectives,Mixed,Predicative adjectives have mixed encoding
jpn,Japanese,NegSOV Order,No NegSOV,SOV but NegSOV does not occur
jpn,Japanese,NegSOV Order,No NegSOV,SOV but NegSOV does not occur
jpn,Japanese,Alignment of Case Marking of Full Noun Phrases,Nominative - accusative (standard),Nominative - accusative (standard)
jpn,Japanese,The Position of Negative Morphemes in SOV Languages,SO[V-Neg],SO[V-Neg]
jpn,Japanese,Nominal and Locational Predication,Different,Split (i.e. different) encoding of nominal and locational predication
jpn,Japanese,Nominal and Locational Predication,Different,Split (i.e. different) encoding of nominal and locational predication
jpn,Japanese,Position of Polar Question Particles,Final,Question particle at end of sentence
jpn,Japanese,Position of Polar Question Particles,Final,Question particle at end of sentence
jpn,Japanese,Front Rounded Vowels,,
jpn,Japanese,Front Rounded Vowels,,
jpn,Japanese,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Morphological negation only (but not double negation)
jpn,Japanese,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Morphological negation only (but not double negation)
jpn,Japanese,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
jpn,Japanese,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
jpn,Japanese,Minor morphological means of signaling negation,,"No negative tone, infix or stem change"
jpn,Japanese,Minor morphological means of signaling negation,,"No negative tone, infix or stem change"
jpn,Japanese,The Position of Negative Morphemes in SOV Languages,SO[V-Neg],SO[V-Neg]
jpn,Japanese,Postverbal Negative Morphemes,[V-Neg],Negative suffix
jpn,Japanese,Alignment of Case Marking of Full Noun Phrases,Nominative - accusative (standard),Nominative - accusative (standard)
jpn,Japanese,SOVNeg Order,Suffix&NoDoubleNeg,"Suffix, no double negation"
jpn,Japanese,Inflectional Synthesis of the Verb,4-5 categories per word,4-5 categories per word
jpn,Japanese,Nonperiphrastic Causative Constructions,Morphological but no compound,Morphological type but no compound type
jpn,Japanese,Negative Morphemes,Negative affix,Negative affix
jpn,Japanese,Negative Morphemes,Negative affix,Negative affix
jpn,Japanese,Exponence of Tense-Aspect-Mood Inflection,monoexponential TAM,monoexponential TAM
jpn,Japanese,Exponence of Tense-Aspect-Mood Inflection,monoexponential TAM,monoexponential TAM
jpn,Japanese,Exponence of Selected Inflectional Formatives,Monoexponential case,Monoexponential case
jpn,Japanese,Exponence of Selected Inflectional Formatives,Monoexponential case,Monoexponential case
jpn,Japanese,Symmetric and Asymmetric Standard Negation,Asymmetric,Asymmetric standard negation only: Type Asy
jpn,Japanese,Symmetric and Asymmetric Standard Negation,Asymmetric,Asymmetric standard negation only: Type Asy
jpn,Japanese,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
jpn,Japanese,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
jpn,Japanese,SOVNeg Order,Suffix&NoDoubleNeg,"Suffix, no double negation"
jpn,Japanese,Internally-headed relative clauses,Internally-headed occurs as nondominant type,Internally-headed occurs as nondominant type
jpn,Japanese,Subtypes of Asymmetric Standard Negation,A/Fin and A/Cat,In finiteness and other grammatical categories: Subtypes A/Fin and A/Cat
jpn,Japanese,Subtypes of Asymmetric Standard Negation,A/Fin and A/Cat,In finiteness and other grammatical categories: Subtypes A/Fin and A/Cat
jpn,Japanese,Consonant Inventories,Moderately small,Moderately small
jpn,Japanese,Consonant Inventories,Moderately small,Moderately small
jpn,Japanese,Finger and Hand,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'finger' (or, very rarely, 'fingers')"
jpn,Japanese,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Negative indefinites co-occur with predicate negation
jpn,Japanese,Presence of Uncommon Consonants,,
jpn,Japanese,Presence of Uncommon Consonants,,
jpn,Japanese,Absence of Common Consonants,All present,All present
jpn,Japanese,Absence of Common Consonants,All present,All present
jpn,Japanese,Order of Degree Word and Adjective,Degree word-Adjective,Degree word precedes adjective (DegAdj)
jpn,Japanese,Order of Degree Word and Adjective,Degree word-Adjective,Degree word precedes adjective (DegAdj)
jpn,Japanese,Internally-headed relative clauses,Internally-headed occurs as nondominant type,Internally-headed occurs as nondominant type
jpn,Japanese,Inflectional Synthesis of the Verb,4-5 categories per word,4-5 categories per word
jpn,Japanese,Postverbal Negative Morphemes,[V-Neg],Negative suffix
jpn,Japanese,Comparative Constructions,Locational,Locational Comparative
jpn,Japanese,Reason Clauses,Balanced,Balanced
jpn,Japanese,M-T Pronouns,No M-T pronouns,No M-T pronouns
jpn,Japanese,M-T Pronouns,No M-T pronouns,No M-T pronouns
jpn,Japanese,Order of Adverbial Subordinator and Clause,Final subordinator word,Adverbial subordinators which are separate words and which appear at the end of the subordinate clause
jpn,Japanese,Order of Adverbial Subordinator and Clause,Final subordinator word,Adverbial subordinators which are separate words and which appear at the end of the subordinate clause
jpn,Japanese,Red and Yellow,Red vs. yellow,Red and yellow
jpn,Japanese,Red and Yellow,Red vs. yellow,Red and yellow
jpn,Japanese,Utterance Complement Clauses,Balanced,Balanced
jpn,Japanese,Utterance Complement Clauses,Balanced,Balanced
jpn,Japanese,Green and Blue,Green vs. blue,Green and blue
jpn,Japanese,Green and Blue,Green vs. blue,Green and blue
jpn,Japanese,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,OV and RelN,Object-verb and relative clause-noun (OV&RelN)
jpn,Japanese,Reason Clauses,Balanced,Balanced
jpn,Japanese,Number of Basic Colour Categories,11,More than 10 categories
jpn,Japanese,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,Object-verb and postpositional (OV&Postp)
jpn,Japanese,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,Object-verb and postpositional (OV&Postp)
jpn,Japanese,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,OV and RelN,Object-verb and relative clause-noun (OV&RelN)
jpn,Japanese,Hand and Arm,Identical,Identity: a single word denotes both 'hand' and 'arm'
jpn,Japanese,Number of Non-Derived Basic Colour Categories,6,6 categories
jpn,Japanese,Number of Non-Derived Basic Colour Categories,6,6 categories
jpn,Japanese,Hand and Arm,Identical,Identity: a single word denotes both 'hand' and 'arm'
jpn,Japanese,Syllable Structure,Moderately complex,Moderately complex syllable structure
jpn,Japanese,Syllable Structure,Moderately complex,Moderately complex syllable structure
jpn,Japanese,Numeral Bases,Decimal,Decimal
jpn,Japanese,Numeral Bases,Decimal,Decimal
jpn,Japanese,Finger and Hand,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'finger' (or, very rarely, 'fingers')"
jpn,Japanese,Number of Basic Colour Categories,11,More than 10 categories
jpn,Japanese,Comparative Constructions,Locational,Locational Comparative
jpn,Japanese,'When' Clauses,Balanced/deranked,Balanced/deranked
jpn,Japanese,M in First Person Singular,No m in first person singular,No m in first person singular
jpn,Japanese,Preverbal Negative Morphemes,,No preverbal negative morpheme
jpn,Japanese,Preverbal Negative Morphemes,,No preverbal negative morpheme
jpn,Japanese,Order of Negative Morpheme and Verb,[V-Neg],[V-Neg]
jpn,Japanese,Order of Negative Morpheme and Verb,[V-Neg],[V-Neg]
jpn,Japanese,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,Object-verb and adjective-noun (OV&AdjN)
jpn,Japanese,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,Object-verb and adjective-noun (OV&AdjN)
jpn,Japanese,Relativization on Subjects,Gap,Gap
jpn,Japanese,Relativization on Subjects,Gap,Gap
jpn,Japanese,Relativization on Obliques,Gap,Gap Strategy
jpn,Japanese,Para-Linguistic Usages of Clicks,Affective meanings,Clicks may express affective but not logical meanings
jpn,Japanese,Para-Linguistic Usages of Clicks,Affective meanings,Clicks may express affective but not logical meanings
jpn,Japanese,Tone,Simple tone system,Simple tone system
jpn,Japanese,'When' Clauses,Balanced/deranked,Balanced/deranked
jpn,Japanese,Tone,Simple tone system,Simple tone system
jpn,Japanese,Position of Interrogative Phrases in Content Questions,Not initial interrogative phrase,Interrogative phrases not obligatorily initial
jpn,Japanese,Relativization on Obliques,Gap,Gap Strategy
jpn,Japanese,'Want' Complement Subjects,Desiderative verbal affix,'Want' is expressed as a desiderative verbal affix
jpn,Japanese,'Want' Complement Subjects,Desiderative verbal affix,'Want' is expressed as a desiderative verbal affix
jpn,Japanese,Tea,Words derived from Sinitic cha,Words derived from Sinitic cha
jpn,Japanese,Tea,Words derived from Sinitic cha,Words derived from Sinitic cha
jpn,Japanese,M in Second Person Singular,m in second person singular,m in second person singular
jpn,Japanese,M in Second Person Singular,m in second person singular,m in second person singular
jpn,Japanese,Purpose Clauses,Balanced/deranked,Balanced/deranked
jpn,Japanese,N-M Pronouns,No N-M pronouns,No N-M pronouns
jpn,Japanese,N-M Pronouns,No N-M pronouns,No N-M pronouns
jpn,Japanese,Purpose Clauses,Balanced/deranked,Balanced/deranked
jpn,Japanese,Position of Interrogative Phrases in Content Questions,Not initial interrogative phrase,Interrogative phrases not obligatorily initial
jpn,Japanese,Nonperiphrastic Causative Constructions,Morphological but no compound,Morphological type but no compound type
jpn,Japanese,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Negative indefinites co-occur with predicate negation
jpn,Japanese,Lateral Consonants,No laterals,No laterals
jpn,Japanese,Vowel Quality Inventories,Average (5-6),Average vowel inventory (5-6)
jpn,Japanese,Third Person Zero of Verbal Person Marking,No person marking,No person marking of the S
jpn,Japanese,Indefinite Articles,Indefinite word distinct from 'one',Indefinite word distinct from numeral for 'one'
jpn,Japanese,The Velar Nasal,No velar nasal,No velar nasal
jpn,Japanese,Indefinite Articles,Indefinite word distinct from 'one',Indefinite word distinct from numeral for 'one'
jpn,Japanese,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
jpn,Japanese,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
jpn,Japanese,Order of Relative Clause and Noun,Relative clause-Noun,Relative clause precedes noun (RelN)
jpn,Japanese,Third Person Zero of Verbal Person Marking,No person marking,No person marking of the S
jpn,Japanese,Applicative Constructions,No applicative construction,No applicative construction
jpn,Japanese,Applicative Constructions,No applicative construction,No applicative construction
jpn,Japanese,Passive Constructions,Present,There is a passive construction
jpn,Japanese,Order of Relative Clause and Noun,Relative clause-Noun,Relative clause precedes noun (RelN)
jpn,Japanese,Passive Constructions,Present,There is a passive construction
jpn,Japanese,The Associative Plural,Associative same as additive plural,Associative plural marker also used for additive plurals
jpn,Japanese,Vowel Quality Inventories,Average (5-6),Average vowel inventory (5-6)
jpn,Japanese,Productivity of the Antipassive Construction,no antipassive,no antipassive
jpn,Japanese,Productivity of the Antipassive Construction,no antipassive,no antipassive
jpn,Japanese,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
jpn,Japanese,Syncretism in Verbal Person/Number Marking,No subject person/number marking,No subject person/number marking
jpn,Japanese,Syncretism in Verbal Person/Number Marking,No subject person/number marking,No subject person/number marking
jpn,Japanese,The Associative Plural,Associative same as additive plural,Associative plural marker also used for additive plurals
jpn,Japanese,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
jpn,Japanese,Order of Numeral and Noun,Numeral-Noun,Numeral precedes noun (NumN)
jpn,Japanese,Case Syncretism,No case marking,Inflectional case marking is absent or minimal
jpn,Japanese,Case Syncretism,No case marking,Inflectional case marking is absent or minimal
jpn,Japanese,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
jpn,Japanese,Order of Numeral and Noun,Numeral-Noun,Numeral precedes noun (NumN)
jpn,Japanese,Plurality in Independent Personal Pronouns,Person stem + nominal plural affix,Person stem with a nominal plural affix
jpn,Japanese,Reduplication,Full reduplication only,Full reduplication only
jpn,Japanese,Antipassive Constructions,No antipassive,No antipassive
jpn,Japanese,Antipassive Constructions,No antipassive,No antipassive
jpn,Japanese,Reduplication,Full reduplication only,Full reduplication only
jpn,Japanese,Definite Articles,"No definite, but indefinite article",No definite article but indefinite article
jpn,Japanese,Plurality in Independent Personal Pronouns,Person stem + nominal plural affix,Person stem with a nominal plural affix
jpn,Japanese,Definite Articles,"No definite, but indefinite article",No definite article but indefinite article
jpn,Japanese,Other Roles of Applied Objects,No applicative construction,No applicative construction
jpn,Japanese,Other Roles of Applied Objects,No applicative construction,No applicative construction
jpn,Japanese,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
jpn,Japanese,Locus of Marking: Whole-language Typology,Dependent-marking,Consistently dependent-marking
jpn,Japanese,Vowel Nasalization,Contrast absent,Contrastive nasal vowels absent
jpn,Japanese,Expression of Pronominal Subjects,Optional pronouns in subject position,"Pronominal subjects are expressed only by pronouns in subject position, but these pronouns are often left out"
jpn,Japanese,Verbal Person Marking,No person marking,No person marking of any argument
jpn,Japanese,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
jpn,Japanese,Locus of Marking in the Clause,Dependent marking,P is dependent-marked
jpn,Japanese,Locus of Marking: Whole-language Typology,Dependent-marking,Consistently dependent-marking
jpn,Japanese,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
jpn,Japanese,Coding of Nominal Plurality,Plural suffix,Plural suffix
jpn,Japanese,Inclusive/Exclusive Distinction in Verbal Inflection,No person marking,No person marking at all
jpn,Japanese,Prenominal relative clauses,Relative clause-Noun (RelN) dominant,Relative clause-Noun (RelN) dominant
jpn,Japanese,Prenominal relative clauses,Relative clause-Noun (RelN) dominant,Relative clause-Noun (RelN) dominant
jpn,Japanese,Occurrence of Nominal Plurality,"Only human nouns, optional","Plural only in human nouns, optional"
jpn,Japanese,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
jpn,Japanese,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
jpn,Japanese,Inclusive/Exclusive Distinction in Verbal Inflection,No person marking,No person marking at all
jpn,Japanese,Vowel Nasalization,Contrast absent,Contrastive nasal vowels absent
jpn,Japanese,Consonant-Vowel Ratio,Average,Average
jpn,Japanese,Alignment of Verbal Person Marking,Neutral,Neutral alignment (no verbal person marking)
jpn,Japanese,Lateral Consonants,No laterals,No laterals
jpn,Japanese,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
jpn,Japanese,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
jpn,Japanese,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
jpn,Japanese,Reciprocal Constructions,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.
jpn,Japanese,The Velar Nasal,No velar nasal,No velar nasal
jpn,Japanese,Verbal Person Marking,No person marking,No person marking of any argument
jpn,Japanese,Locus of Marking in the Clause,Dependent marking,P is dependent-marked
jpn,Japanese,Reciprocal Constructions,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.
jpn,Japanese,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
jpn,Japanese,Coding of Nominal Plurality,Plural suffix,Plural suffix
jpn,Japanese,Expression of Pronominal Subjects,Optional pronouns in subject position,"Pronominal subjects are expressed only by pronouns in subject position, but these pronouns are often left out"
jpn,Japanese,Consonant-Vowel Ratio,Average,Average
jpn,Japanese,Occurrence of Nominal Plurality,"Only human nouns, optional","Plural only in human nouns, optional"
kor,Korean,The Perfect,No perfect,No perfect
kor,Korean,The Perfect,No perfect,No perfect
kor,Korean,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
kor,Korean,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
kor,Korean,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
kor,Korean,'Want' Complement Subjects,Subject is left implicit,The complement subject is left implicit
kor,Korean,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
kor,Korean,Relativization on Obliques,Gap,Gap Strategy
kor,Korean,'Want' Complement Subjects,Subject is left implicit,The complement subject is left implicit
kor,Korean,Relativization on Obliques,Gap,Gap Strategy
kor,Korean,Order of Object and Verb,OV,Object precedes verb (OV)
kor,Korean,Purpose Clauses,Balanced,Balanced
kor,Korean,Periphrastic Causative Constructions,Purposive but no sequential,Purposive type but no sequential type
kor,Korean,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
kor,Korean,Alignment of Verbal Person Marking,Neutral,Neutral alignment (no verbal person marking)
kor,Korean,Syllable Structure,Moderately complex,Moderately complex syllable structure
kor,Korean,Syllable Structure,Moderately complex,Moderately complex syllable structure
kor,Korean,Alignment of Verbal Person Marking,Neutral,Neutral alignment (no verbal person marking)
kor,Korean,Hand and Arm,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'arm'"
kor,Korean,Hand and Arm,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'arm'"
kor,Korean,Expression of Pronominal Subjects,Optional pronouns in subject position,"Pronominal subjects are expressed only by pronouns in subject position, but these pronouns are often left out"
kor,Korean,Expression of Pronominal Subjects,Optional pronouns in subject position,"Pronominal subjects are expressed only by pronouns in subject position, but these pronouns are often left out"
kor,Korean,Glottalized Consonants,Ejectives only,Ejectives only
kor,Korean,Glottalized Consonants,Ejectives only,Ejectives only
kor,Korean,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
kor,Korean,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
kor,Korean,Utterance Complement Clauses,Balanced,Balanced
kor,Korean,Purpose Clauses,Balanced,Balanced
kor,Korean,Utterance Complement Clauses,Balanced,Balanced
kor,Korean,Verbal Person Marking,No person marking,No person marking of any argument
kor,Korean,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,OV and RelN,Object-verb and relative clause-noun (OV&RelN)
kor,Korean,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,OV and RelN,Object-verb and relative clause-noun (OV&RelN)
kor,Korean,Reason Clauses,Balanced,Balanced
kor,Korean,Third Person Zero of Verbal Person Marking,No person marking,No person marking of the S
kor,Korean,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
kor,Korean,Reason Clauses,Balanced,Balanced
kor,Korean,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
kor,Korean,The Future Tense,No inflectional future,No inflectional marking of future/non-future distinction
kor,Korean,The Future Tense,No inflectional future,No inflectional marking of future/non-future distinction
kor,Korean,Order of Object and Verb,OV,Object precedes verb (OV)
kor,Korean,'When' Clauses,Balanced,Balanced
kor,Korean,'When' Clauses,Balanced,Balanced
kor,Korean,Verbal Person Marking,No person marking,No person marking of any argument
kor,Korean,Third Person Zero of Verbal Person Marking,No person marking,No person marking of the S
kor,Korean,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,Object-verb and adjective-noun (OV&AdjN)
kor,Korean,Relativization on Subjects,Gap,Gap
kor,Korean,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity"
kor,Korean,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity"
kor,Korean,The Optative,Inflectional optative absent,Inflectional optative absent
kor,Korean,Alignment of Case Marking of Full Noun Phrases,Nominative - accusative (standard),Nominative - accusative (standard)
kor,Korean,Other Roles of Applied Objects,No applicative construction,No applicative construction
kor,Korean,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Negative indefinites co-occur with predicate negation
kor,Korean,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Negative indefinites co-occur with predicate negation
kor,Korean,Applicative Constructions,No applicative construction,No applicative construction
kor,Korean,Applicative Constructions,No applicative construction,No applicative construction
kor,Korean,Productivity of the Antipassive Construction,no antipassive,no antipassive
kor,Korean,Polar Questions,Interrogative verb morphology,Interrogative verb morphology
kor,Korean,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
kor,Korean,Semantic Distinctions of Evidentiality,Indirect only,Only indirect evidentials
kor,Korean,Semantic Distinctions of Evidentiality,Indirect only,Only indirect evidentials
kor,Korean,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
kor,Korean,The Optative,Inflectional optative absent,Inflectional optative absent
kor,Korean,Polar Questions,Interrogative verb morphology,Interrogative verb morphology
kor,Korean,Alignment of Case Marking of Full Noun Phrases,Nominative - accusative (standard),Nominative - accusative (standard)
kor,Korean,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
kor,Korean,Periphrastic Causative Constructions,Purposive but no sequential,Purposive type but no sequential type
kor,Korean,Epistemic Possibility,Other,"The language cannot express epistemic possibility with verbal constructions or with affixes on verbs, but with other kinds of markers"
kor,Korean,Nonperiphrastic Causative Constructions,Morphological but no compound,Morphological type but no compound type
kor,Korean,Nonperiphrastic Causative Constructions,Morphological but no compound,Morphological type but no compound type
kor,Korean,Vowel Nasalization,Contrast absent,Contrastive nasal vowels absent
kor,Korean,Negative Morphemes,Negative particle,Negative particle
kor,Korean,Situational Possibility,Other kinds of markers,"The language cannot express situational possibility with affixes on verbs or with verbal constructions, but with other kinds of markers"
kor,Korean,Situational Possibility,Other kinds of markers,"The language cannot express situational possibility with affixes on verbs or with verbal constructions, but with other kinds of markers"
kor,Korean,Negative Morphemes,Negative particle,Negative particle
kor,Korean,Vowel Nasalization,Contrast absent,Contrastive nasal vowels absent
kor,Korean,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
kor,Korean,Symmetric and Asymmetric Standard Negation,Both,Symmetric and asymmetric standard negation: Type SymAsy
kor,Korean,Symmetric and Asymmetric Standard Negation,Both,Symmetric and asymmetric standard negation: Type SymAsy
kor,Korean,Subtypes of Asymmetric Standard Negation,A/Fin and A/NonReal,In finiteness and reality status: Subtypes A/Fin and A/NonReal
kor,Korean,Subtypes of Asymmetric Standard Negation,A/Fin and A/NonReal,In finiteness and reality status: Subtypes A/Fin and A/NonReal
kor,Korean,Other Roles of Applied Objects,No applicative construction,No applicative construction
kor,Korean,Productivity of the Antipassive Construction,no antipassive,no antipassive
kor,Korean,Antipassive Constructions,No antipassive,No antipassive
kor,Korean,Predicative Possession,Locational,Locational Possessive
kor,Korean,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
kor,Korean,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
kor,Korean,Order of Subject and Verb,SV,Subject precedes verb (SV)
kor,Korean,Epistemic Possibility,Other,"The language cannot express epistemic possibility with verbal constructions or with affixes on verbs, but with other kinds of markers"
kor,Korean,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,Object-verb and adjective-noun (OV&AdjN)
kor,Korean,Reciprocal Constructions,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.
kor,Korean,Reciprocal Constructions,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.
kor,Korean,"Order of Subject, Object and Verb",SOV,Subject-object-verb (SOV)
kor,Korean,Comparative Constructions,Locational,Locational Comparative
kor,Korean,Comparative Constructions,Locational,Locational Comparative
kor,Korean,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
kor,Korean,Uvular Consonants,,No uvulars
kor,Korean,Uvular Consonants,,No uvulars
kor,Korean,Suppletion According to Tense and Aspect,,No suppletion in tense or aspect
kor,Korean,Suppletion According to Tense and Aspect,,No suppletion in tense or aspect
kor,Korean,Passive Constructions,Present,There is a passive construction
kor,Korean,Passive Constructions,Present,There is a passive construction
kor,Korean,The Morphological Imperative,Second person number-neutral,The language has morphologically dedicated second person imperatives that do not distinguish between singular and plural
kor,Korean,The Morphological Imperative,Second person number-neutral,The language has morphologically dedicated second person imperatives that do not distinguish between singular and plural
kor,Korean,Predicative Possession,Locational,Locational Possessive
kor,Korean,Antipassive Constructions,No antipassive,No antipassive
kor,Korean,"Order of Subject, Object and Verb",SOV,Subject-object-verb (SOV)
kor,Korean,Predicative Adjectives,Mixed,Predicative adjectives have mixed encoding
kor,Korean,The Prohibitive,Normal imperative + special negative,The prohbitive uses the verbal construction of the second singular imperative and a sentential negative strategy not found in (indicative) declaratives
kor,Korean,The Prohibitive,Normal imperative + special negative,The prohbitive uses the verbal construction of the second singular imperative and a sentential negative strategy not found in (indicative) declaratives
kor,Korean,Predicative Adjectives,Mixed,Predicative adjectives have mixed encoding
kor,Korean,Relativization on Subjects,Gap,Gap
kor,Korean,Coding of Evidentiality,Verbal affix or clitic,Verbal affix or clitic
kor,Korean,Nominal and Locational Predication,Different,Split (i.e. different) encoding of nominal and locational predication
kor,Korean,Nominal and Locational Predication,Different,Split (i.e. different) encoding of nominal and locational predication
kor,Korean,Order of Subject and Verb,SV,Subject precedes verb (SV)
kor,Korean,Front Rounded Vowels,,
kor,Korean,The Velar Nasal,No initial velar nasal,"Velar nasal, but not initially"
kor,Korean,The Velar Nasal,No initial velar nasal,"Velar nasal, but not initially"
kor,Korean,Front Rounded Vowels,,
kor,Korean,Coding of Evidentiality,Verbal affix or clitic,Verbal affix or clitic
kor,Korean,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
kor,Korean,Order of Demonstrative and Noun,Demonstrative-Noun,Demonstrative word precedes noun (DemN)
kor,Korean,Internally-headed relative clauses,Internally-headed occurs as nondominant type,Internally-headed occurs as nondominant type
kor,Korean,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
kor,Korean,Prenominal relative clauses,Relative clause-Noun (RelN) dominant,Relative clause-Noun (RelN) dominant
kor,Korean,Prenominal relative clauses,Relative clause-Noun (RelN) dominant,Relative clause-Noun (RelN) dominant
kor,Korean,Inflectional Synthesis of the Verb,6-7 categories per word,6-7 categories per word
kor,Korean,Asymmetrical Case-Marking,Symmetrical,Symmetrical case-marking
kor,Korean,Asymmetrical Case-Marking,Symmetrical,Symmetrical case-marking
